"x","y","class"
0.124541681452502,0.144000805365949,"B"
0.175823632095824,0.184000802159711,"B"
0.201464169458992,0.220000533224596,"B"
0.285713047777087,0.212000915885641,"B"
0.347983818296251,0.196000862593879,"B"
0.380950712539077,0.196000862593879,"B"
0.161171453247643,0.356001559234265,"B"
0.446884875462526,0.220000533224596,"B"
0.446884875462526,0.272001354492119,"B"
0.432232509395448,0.336001158352241,"B"
0.410254401596518,0.384001700247322,"B"
0.410254401596518,0.400001889974726,"B"
0.402928659864666,0.460002328581205,"B"
0.384613864233349,0.528002425457332,"B"
0.377288149247054,0.584002598334934,"B"
0.369961498166272,0.69200265107413,"B"
0.439558251127299,0.716003426833545,"B"
0.509155004088327,0.712003133817539,"B"
0.556774505108242,0.656002960939938,"B"
0.630033687633508,0.61600297778974,"B"
0.695968011030297,0.628002874501137,"B"
0.714282833407171,0.672003150667342,"B"
0.765564763991325,0.748003751714096,"B"
0.802194355253958,0.776003838152896,"B"
0.849813000416056,0.824003479572742,"B"
0.897431645578153,0.880003652450344,"B"
0.670326724791539,0.684003047378739,"B"
0.659337563909847,0.732003616560949,"B"
0.717945209480295,0.780003203406539,"B"
0.787541962441323,0.81600387587735,"B"
0.791205301354493,0.840003669300146,"B"
0.512818289510383,0.756003409983744,"B"
0.575089060029548,0.824003697869769,"B"
0.655675134345608,0.876004287196701,"B"
0.58241504247141,0.728003323544943,"B"
0.710619494494,0.868003755738947,"B"
0.791205301354493,0.920003635600542,"B"
0.571425988571946,0.912004031905151,"B"
0.413917713764131,0.81600387587735,"B"
0.391939605965201,0.780003203406539,"B"
0.619044901189612,0.88400394546635,"B"
0.457873046758616,0.880003652450344,"B"
0.479851127811988,0.81600387587735,"B"
0.465199671093842,0.776003838152896,"B"
0.307691396286027,0.732003616560949,"B"
0.333331906903639,0.832004011030498,"B"
0.399265347697054,0.8480042007579,"B"
0.362635756434420,0.796003393133941,"B"
0.293039030218949,0.776003838152896,"B"
0.219778951717531,0.748003751714096,"B"
0.274724234587633,0.59600249504633,"B"
0.300364745205244,0.404002155703603,"B"
0,0.264001150479904,"B"
0.109889629645717,0.56400249761132,"B"
0.732597495310703,0.944004193062934,"B"
0.362635783179977,0.440001954986309,"B"
0.347983390367342,0.520002767187684,"B"
0.307691396286027,0.548001980438377,"B"
0.322342906495288,0.464002048567516,"B"
0.227105589425535,0.336001158352241,"B"
0.0183149293591005,0.61200273934799,"B"
0.241757059516460,0.284001251203517,"B"
0.106226618365618,0.248001533782196,"B"
0.25274615353426,0.692003087668184,"B"
0.172160319928211,0.284001251203517,"B"
0.157508849837285,0.368001510519919,"B"
0.260071868520555,0.460002328581205,"B"
0.300365012660812,0.34800151894482,"B"
0.19413842772714,0.448002431869807,"B"
0.24908281462109,0.584002598334934,"B"
0.124541681452502,0.424001710684648,"B"
0.212453223358457,0.612002684773734,"B"
0.300364745205244,0.668002857651336,"B"
0.212453223358457,0.628002874501137,"B"
0.113552627553037,0.492001807560776,"B"
0.109889669764052,0.44400216614093,"B"
0.168496994387820,0.584002598334934,"B"
0.219778951717531,0.560002804912139,"B"
0.172160319928211,0.540002322168729,"B"
0.157508849837285,0.700003237106142,"B"
0.19413842772714,0.76800330669514,"B"
0.315017138017879,0.856003859027549,"B"
0.358972444266807,0.868003755738947,"B"
0.505492574524088,0.944001682647126,"B"
0.637360311968735,0.960006456612092,"B"
0.721608548393466,0.900004135193753,"B"
0.626370883631474,0.83600370372968,"B"
0.534796397309313,0.832004011030498,"B"
0.633697026546678,0.800003686149947,"B"
0.684978689675265,0.812003637435601,"B"
0.692304672117127,0.756003409983744,"B"
0.633697026546678,0.716003426833545,"B"
0.56776270314989,0.776003838152896,"B"
0.216116535526070,0.824003479572742,"B"
0.0146519439887596,0.140000532815289,"B"
0.0659338085448204,0.0840003599376879,"B"
0.109889669764052,0.148001084738390,"B"
0.0476188373957874,0.0360001795970568,"B"
0.864465339737577,0.86400346272294,"B"
0.959705358108565,0.956005181259458,"B"
1,1,"B"
0.919409753377083,0.916004324921157,"B"
0.853476285838112,0.844003962316152,"B"
0.655675134345608,0.612002684773734,"B"
0.622707972647214,0.584002598334934,"B"
0.578751757049354,0.604003026504086,"B"
0.615381936714237,0.676003007089294,"B"
0.487177805638329,0.656002960939938,"B"
0.413917713764131,0.668002857651336,"B"
0.333331906903639,0.620003216231489,"B"
0.223442277257922,0.612002684773734,"B"
0.234431331157387,0.412001786686123,"B"
0.263735100451497,0.50400225001474,"B"
0.0842487178447533,0.640002880361048,"B"
0.0146519648837258,0.340001505942503,"B"
0.0989007027876468,0.256001164764716,"B"
0.0989007027876468,0.264000795747235,"B"
0.0989007027876468,0.416002052415000,"B"
0.0549448449116098,0.30000144093092,"B"
0.0695967663338059,0.372001803535925,"B"
0.0402929218178164,0.172000905448314,"B"
0.611718918747749,0.392001331229842,"A"
0.783879586368198,0.228001078325916,"A"
0.75457571009186,0.460002328581205,"A"
0.875454393637042,0.64800330267029,"A"
0.937727250309639,0.76800330669514,"A"
0.948711757464445,0.840003669300146,"A"
0.912083984899675,0.8480042007579,"A"
0.846150570851817,0.752003116967738,"A"
0.761901478569268,0.66400256463533,"A"
0.721608548393466,0.624002581485131,"A"
0.673989903231368,0.572002701623536,"A"
0.600729864848284,0.536002029152723,"A"
0.578751757049354,0.552002218880126,"A"
0.542122165786721,0.564002115591524,"A"
0.512818289510383,0.592002256604582,"A"
0.483514466725159,0.612002684773734,"A"
0.439558251127299,0.592002256604582,"A"
0.432232509395448,0.552002218880126,"A"
0.435895821563061,0.512002235729929,"A"
0.446884875462526,0.460002328581205,"A"
0.454210617194377,0.404002155703603,"A"
0.479851127811988,0.360001879537399,"A"
0.509155004088327,0.276001620220997,"A"
0.520144057987792,0.432002242142404,"A"
0.509155004088327,0.512002235729929,"A"
0.468862100658081,0.572002701623536,"A"
0.56776270314989,0.488002442307134,"A"
0.663000849331903,0.456002062852327,"A"
0.77655381789079,0.56800240860753,"A"
0.915747323812845,0.74000322025634,"A"
0.805857694167128,0.612002684773734,"A"
0.743586656192395,0.420001417668643,"A"
0.648348510010382,0.220000533224596,"A"
0.564100273585651,0.220000533224596,"A"
0.545785451208777,0.344001717097124,"A"
0.62637125806927,0.324001261640844,"A"
0.666664188245073,0.320000968624837,"A"
0.666664188245073,0.368001510519919,"A"
0.703293779507706,0.560002804912139,"A"
0.600729864848284,0.44400216614093,"A"
0.531133111887256,0.304001706659798,"A"
0.487177805638329,0.176001171177191,"A"
0.450547305026764,0.152000436348469,"A"
0.366299095347590,0.148001084738390,"A"
0.285713288487097,0.124000356731450,"A"
0.172160319928211,0.0600002697673724,"A"
0.153845524296894,0.0280000981637386,"A"
0.190475115559527,0.116000446055865,"A"
0.227105589425535,0.136000260264630,"A"
0.227105589425535,0.0520001783145618,"A"
0.315017138017879,0.0880003596170641,"A"
0.413917713764131,0.112000446376489,"A"
0.479851127811988,0.112000446376489,"A"
0.512818289510383,0.216001167970954,"A"
0.564100273585651,0.284001251203517,"A"
0.56776270314989,0.436001607396046,"A"
0.564100273585651,0.368001510519919,"A"
0.787541962441323,0.284001251203517,"A"
0.72893426337976,0.344001717097124,"A"
0.681315671708776,0.464001693834847,"A"
0.681315671708776,0.504002632034537,"A"
0.791205301354493,0.532002718473338,"A"
0.846150570851817,0.448002431869807,"A"
0.875454393637042,0.576002940065286,"A"
0.831498178039182,0.672003150667342,"A"
0.95237333117087,0.660003253955944,"A"
0.868127769301816,0.752003116967738,"A"
0.981683465907491,0.860004152043555,"A"
0.978021892201074,0.776003838152896,"A"
0.97068986526338,0.684003047378739,"A"
0.842487231938647,0.540002322168729,"A"
0.75457571009186,0.384001700247322,"A"
0.783879586368198,0.408001520957246,"A"
0.725271887306635,0.272001354492119,"A"
0.60439315027034,0.236000709308435,"A"
0.589740810948819,0.144000805365949,"A"
0.684978957130833,0.196000712514673,"A"
0.545785451208777,0.108000446697112,"A"
0.421243455495983,0.0400001792764331,"A"
0.34432098754866,0.0360001795970568,"A"
0.252746126788703,0.0280000981637386,"A"
0.201464169458992,0,"A"
0.124541681452502,0.0480001786351855,"A"
0.142856470397430,0.104000447017736,"A"
0.260071868520555,0.180000536430833,"A"
0.318679540836561,0.164000346703430,"A"
